#Partida_completa,Orgánica_completa,Funcional_Completa,Económica_completa,Org1_Seccion,Org1_Denominación,Org1_Completa,Org2_Servicio,Org2_Denominación,Org2_Completa,Org3_Centro,Org3_Denominación,Org3_Completa,Ec1_Capítulo,Ec1_Denominación,Ec1_Completa,Ec2_Artículo,Ec2_Denominación,Ec2_Completa,Ec3_Concepto,Ec3_Denominación,Ec3_Completa,Ec4_Subconcepto,Ec4_Denominación,Ec4_Completa,Func1_Grupo,Func1_Denominación,Func1_Completa,Func2_Función,Func2_Denominación,Func2_Completa,Func3_Subfunción,Func3_Denominación,Func3_Completa,Func4_Programa,Func4_Denominación,Func4_Completa,Func5_Subprograma,Func5_Denominación,Func5_Completa,Presupuesto
080203.3312.22706,080203,3312,22706,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22706 ESTUDIOS Y TRABAJOS TECNICOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,38000
080203.3312.22730,080203,3312,22730,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22730,PRESTACIONES BIBLIOTECARIAS,22730 PRESTACIONES BIBLIOTECARIAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,122500
080203.3312.22799,080203,3312,22799,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22799,OTROS,22799 OTROS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,2500
080203.3312.23000,080203,3312,23000,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,230,DIETAS,230 DIETAS,23000,DIETAS,23000 DIETAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,1500
080203.3312.23100,080203,3312,23100,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,231,LOCOMOCIÓN,231 LOCOMOCION,23100,LOCOMOCIÓN,23100 LOCOMOCION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,1000
080203.3312.48000,080203,3312,48000,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,4,TRANSFERENCIAS CORRIENTES,4 TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,480,BECAS,480 BECAS,48000,BECAS FORMACIÓN BIBLIOTECARIA,48000 BECAS FORMACION BIBLIOTECARIA,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,13250
080203.3312.62500,080203,3312,62500,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,625,MOBILIARIO Y ENSERES,625 MOBILIARIO Y ENSERES,62500,ADQUISICION,62500 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,17000
080203.3312.62600,080203,3312,62600,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,626,EQUIPOS PARA PROCESOS DE INFORMACION,626 EQUIPOS PARA PROCESOS DE INFORMACION,62600,ADQUISICION,62600 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,3000
080203.3312.62900,080203,3312,62900,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,629,OTROS ACTIVOS MATERIALES,629 OTROS ACTIVOS MATERIALES,62900,ADQUISICION,62900 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,116000
080203.3312.63201,080203,3312,63201,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,632 EDIFICIOS Y OTRAS CONSTRUCCIONES,63201,CONSTRUCCION,63201 CONSTRUCCION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,50000
080203.3312.63500,080203,3312,63500,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,635,MOBILIARIO Y ENSERES,635 MOBILIARIO Y ENSERES,63500,ADQUISICION,63500 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,2100
080203.3312.63900,080203,3312,63900,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,639,OTROS ACTIVOS MATERIALES,639 OTROS ACTIVOS MATERIALES,63900,ADQUISICION,63900 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,1500
080203.3312.64403,080203,3312,64403,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,64,GASTOS DE INVERSIONES DE CARACTER INMATERIAL.,64 GASTOS DE INVERSIONES DE CARACTER INMATERIAL.,644,APLICACIONES INFORMATICAS,644 APLICACIONES INFORMATICAS,64403,INCORPORACION DE BIENES Y SERVICIOS,64403 INCORPORACION DE BIENES Y SERVICIOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,19000
080203.3312.66900,080203,3312,66900,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080203,BIBLIOTECA PÚBLICA,080203 BIBLIOTECA PUBLICA,6,INVERSIONES REALES,6 INVERSIONES REALES,66,INVERSIONES GESTIONADAS PARA OTROS ENTES,66 INVERSIONES GESTIONADAS PARA OTROS ENTES,669,OTROS ACTIVOS MATERIALES,669 OTROS ACTIVOS MATERIALES,66900,ADQUISICION,66900 ADQUISICION,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,78000
080204.3312.12000,080204,3312,12000,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BASICAS,12000,SUELDO Y PAGAS EXTRAORDINARIAS,12000 SUELDO Y PAGAS EXTRAORDINARIAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,161507
080204.3312.12005,080204,3312,12005,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BASICAS,12005,TRIENIOS,12005 TRIENIOS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,11831
080204.3312.12100,080204,3312,12100,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12100,COMPLEMENTO DE DESTINO,12100 COMPLEMENTO DE DESTINO,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,56556
080204.3312.12101,080204,3312,12101,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12101,COMPLEMENTO ESPECÍFICO,12101 COMPLEMENTO ESPECIFICO,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,82635
080204.3312.12104,080204,3312,12104,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12104,OTRAS REMUNERACIONES,12104 OTRAS REMUNERACIONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,13060
080204.3312.13000,080204,3312,13000,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,130,LABORAL FIJO,130 LABORAL FIJO,13000,RETRIBUCIONES BÁSICAS,13000 RETRIBUCIONES BASICAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,14975
080204.3312.13001,080204,3312,13001,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,130,LABORAL FIJO,130 LABORAL FIJO,13001,OTRAS REMUNERACIONES,13001 OTRAS REMUNERACIONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,11857
080204.3312.13100,080204,3312,13100,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13100,RETRIBUCIONES BÁSICAS,13100 RETRIBUCIONES BASICAS,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,586
080204.3312.13101,080204,3312,13101,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13101,OTRAS REMUNERACIONES,13101 OTRAS REMUNERACIONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,586
080204.3312.16000,080204,3312,16000,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16000,SEGURIDAD SOCIAL,16000 SEGURIDAD SOCIAL,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,91879
080204.3312.20200,080204,3312,20200,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,202,EDIFICIOS Y OTRAS CONSTRUCCIONES,202 EDIFICIOS Y OTRAS CONSTRUCCIONES,20200,EDIFICIOS Y OTRAS CONSTRUCCIONES,20200 EDIFICIOS Y OTRAS CONSTRUCCIONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,17000
080204.3312.20900,080204,3312,20900,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0802,DIRECCIÓN GENERAL DE CULTURA,0802 DIRECCION GENERAL DE CULTURA,080204,MUSEO,080204 MUSEO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,209,CÁNONES,209 CANONES,20900,CÁNONES,20900 CANONES,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE,33,CULTURA,33 CULTURA,331,CULTURA,331 CULTURA,3312,"MUSEOS, ARCHIVOS Y BIBLIOTECAS","3312 MUSEOS, ARCHIVOS Y BIBLIOTECAS",,,,800
